Timestamp,Theta_pow,Alpha_pow,Beta_pow,Gamma_pow
0,3.2884503181985005,4.591050820456632,3.2020647619690594,960.1060481742093
1,4.738575999137604,5.048406766000207,4.382133859230187,1057.264684816981
2,5.563623653770303,4.117401152717675,3.229303022329248,1490.6700995671813
3,8.52016850065448,3.5803145814424657,2.599881937162119,1422.1543946669635
4,16.16291359163242,4.24492122991581,10.916854558280386,1351.2730633049728
5,4.269999157912676,8.349152570227785,4.618944044536792,1256.4672347760463
6,3.1508378955245804,2.4800137098099104,3.125046930839294,1290.0990570800504
7,4.387844753881313,2.7571338276835187,3.6741521476532406,2262.2132120608394
8,13.625149896146933,5.2681127588294725,3.8645177956353103,3698.9911712588128
9,16.223961719732173,6.056382486779334,3.3994186643010362,3682.0798625776197
10,12.262577782065991,4.607920897613073,4.000488531180339,4012.3285494720944
11,3.050727289283535,2.9692501360957966,4.053884079265099,4584.004173625315
12,3.551383668816119,2.526720050395485,2.925037087462648,4659.250651270853
13,2.4199942782541224,5.854741356362948,2.4854590364392193,4609.4277356555385
14,11.17644895352014,2.4391620537285457,1.8576247751128276,4591.785611439953
15,2.2868489037171127,1.6298065103235122,2.3160783661693864,4643.943667625603
16,4.825352308334554,2.0025857068555197,3.5383769013714446,4660.156166553388
17,4.324378824180634,8.032506713082679,4.2171215271679365,4665.203564033415
18,3.3639727051617045,3.4863488533892544,2.8869608695859785,4636.466296791486
19,3.2119712248977814,2.7096766789792843,2.6049758377084298,4680.362096039674
20,3.9107640998369653,2.6627115225330646,3.5762931912555476,4676.055359936444
21,5.1151126257424435,1.2242887448770126,1.3480863711003268,4732.570068814184
22,1.4837302646678265,1.207419069054513,1.3997721477575453,4741.362299385797
23,5.423524209634319,1.0376839842062313,1.460302718739959,4815.007825294791
24,2.2616366291930574,1.2624420570418988,1.9211905468056354,4829.580174566998
25,4.3998753049680825,1.9713951865718466,2.4717459907041563,4833.476111361105
26,4.442571481011287,4.9711093410628795,2.0279544293085694,4847.59446491154
27,2.25173312221418,3.7244268758430934,2.5078456829228495,4826.874031291576
28,3.3027936010739363,1.5261920006984178,2.9390383813218395,4862.926528368432
29,4.759370760542065,4.7763316589981475,3.9438433401900785,4861.860219560378
30,1.7979040610206083,2.559215192129874,2.660867813483385,4878.616106344264
31,2.839878301046433,1.3458088139633553,1.5955412905748223,4867.630702078948
32,1.4853635591317704,1.8331571588612363,1.4994911240484752,4883.047660440904
33,5.347315718586837,4.749101035291548,2.4174811078803082,4836.086421283989
34,5.2798898211607845,3.035191881549206,1.7835010727895102,4876.79810611939
35,10.323236636402257,4.9007692451821505,3.9309545555182366,4863.549121170029
36,5.795145951696937,3.027983965667091,2.388178473601911,4889.122184591577
37,3.948114875612143,5.681722542644797,2.9369594442822478,4917.786087259637
38,3.7337609609644122,2.3073721087923507,1.7729461442084677,4907.905577866409
39,2.1471976903898407,1.966135355779798,0.8993921694036566,4919.179897861422
40,1.6201842806856297,2.317583228840758,1.540517063743172,4950.2948884954785
41,1.8956425906354282,2.787902273328561,2.2789464876887378,4930.221175396964
42,3.877631206276858,1.89469781527899,1.3469937982854632,4928.787720173213
43,3.474515630209159,4.4427995955413015,1.5379141184525804,4941.230428257952
44,2.975722284974204,2.981281205918681,1.2589343873803174,4908.427105107734
45,3.4933881886487734,3.1025442664214,1.7530031918578217,4941.410012809715
46,3.884308968281342,2.7108305010021203,1.7423901442687957,4924.773138314709
47,1.6584725852852755,5.728512218319427,2.669314188023536,4914.683386575094
48,2.6455274413039875,2.1426448954502573,3.081497368757514,4913.952097567343
49,2.7328289123928875,1.7418812826423309,1.9388433927621875,4918.722461845691
50,1.7022900424150875,3.343906327790184,2.2045022770519007,4938.19239092738
51,7.465372843828049,3.109815092961714,2.513014927108603,4929.347101462319
52,4.169944722462012,13.304112985696062,2.6888886212285796,4940.1910141974995
53,1.2894331143689943,1.9270900369677597,1.331723677285403,4977.530422828508
54,3.778338383329051,1.6850330865174654,2.327532816450573,4985.5782388709795
55,4.290634715802619,5.329519802601316,1.306816195401727,4956.003022832096
56,2.866328841799049,4.719612686704539,2.20904260805921,4967.312734957158
57,3.256882388229746,2.4907557003738616,3.3331470954883518,4951.4247185368995
58,2.5002606143262205,4.2884348003676696,2.24574724776273,4964.6984392834775
59,3.340528203645552,1.1839394740424398,1.8178717978695476,4959.746163443425
