Timestamp,Theta_pow,Alpha_pow,Beta_pow,Gamma_pow
0,1.936000163163325,2.9423954617530725,2.559977862864073,2341.14813079956
1,2.349654269537075,4.568957553940227,1.7889756181886798,1781.0758913805696
2,3.661367485831077,4.531922614265116,2.483645044184673,1784.775230812658
3,1.621470152371721,2.9141272453963736,1.7044896537511787,1839.7975908646526
4,6.56165383291472,1.2989616818367655,1.6015454372915605,1758.034149195867
5,11.567952245941086,2.4271099087293018,2.350265163500959,3703.902848272841
6,4.726006594358281,2.238577970244465,2.2459815056174093,5588.561311066636
7,6.495467818934387,3.5542961438317833,2.795684262762792,7365.308658562064
8,6.687829308566127,3.1903255861511193,3.254001811645802,7879.477941735193
9,7.1096425977346085,2.6595135571369366,2.515305523426357,8243.531960344408
10,3.394281419174438,1.5611326725439414,2.253444052963917,8738.226569967008
11,9.235552064910108,6.042178668439979,36.61484189551962,8607.202018427894
12,4.9766362388270675,1.2625279586981104,1.8730576165628503,8657.273709169745
13,3.6463934156711084,2.4793949846623264,10.505525007878179,8836.231425180667
14,4.950077219608225,3.5367018800386107,4.086623007530612,8897.354303620397
15,4.506930804089602,3.152786273612355,1.7885475062540743,8937.206304972162
16,2.6623279872152668,2.072015725216106,1.8575965032195028,8983.527174315168
17,1.9474950859777953,5.241431093390495,1.471064790473652,8887.038124495739
18,5.697640881208049,3.0534633942323905,17.446575827560313,8892.496724815746
19,3.3958773277782948,1.3739214215141415,1.5260822425346816,8934.738685444765
20,2.9029534605406644,1.87790674084176,1.5953262005344726,8855.745396181559
21,4.442394079018224,1.2680035742765372,2.1304898496041966,8834.309254515516
22,2.6572906887863303,3.3105270417494115,1.8326850286487508,8928.426346385135
23,3.304987403299257,1.4389794138066185,1.178313389524948,9033.97478237125
24,2.196914213710917,5.830207601286232,1.3841457640550763,9035.295982710726
25,4.948775893187289,2.6643388429064276,1.9059893019480703,9129.50124593176
26,8.3086969938368,3.730206989749214,6.113045471025503,9087.05988975304
27,6.533076911673691,3.158443238008191,2.040082424019862,8964.059901364535
28,2.8926383482549896,3.6599691919069013,5.233529355315463,8937.990284261201
29,6.747046780505496,5.893185093795109,3.6549502759709163,9118.420646721248
30,2.537110596862725,1.5483150731840778,1.0129729307599171,9044.205604798395
31,1.4884092044635013,1.7033478557196955,1.4643386692441336,9041.872133368117
32,4.131838530429142,1.295880315684947,2.1537717825885823,9050.380167544889
33,2.4038092791663006,0.4348272239153031,1.443701972129015,9044.56783936836
34,10.677937713941985,8.466581033494249,3.3183323894086634,9065.217237394436
35,16.01646489914526,6.005373607776497,3.6248233052240963,9065.910050599996
36,6.091101644123948,4.762030417035614,1.7845426841255636,9115.913800421875
37,4.976151435500668,5.115828031733457,3.2238313698847216,9201.809002027074
38,20.21657090641593,2.8585543620749525,3.6937213943784,9158.132499614941
39,5.698994575516961,2.166104097719605,1.9558064017205612,9209.143907472086
40,3.219231080699329,2.987400056950938,1.7463384730371654,9217.10383271206
41,2.17005555555208,2.4819870717746735,1.294088634637707,9211.888932661317
42,1.3398002152121318,1.674787027357517,1.3775888430467822,9204.672210250423
43,0.8652345480918737,1.571908175212522,1.1984117443620828,9187.789110898557
44,5.47848056093094,2.1177142453845783,1.6307513184978129,9241.530426369489
45,5.512335852332029,2.489522149595795,1.6050066456752126,9248.87267350588
46,4.738228720116948,2.139560494333373,1.599848300420092,9212.73686698582
47,3.992931323809323,1.302331587469964,1.658011507142804,9256.865416048884
48,6.376183989246211,2.242761217249355,5.20920756090429,9252.49243220994
49,5.119923986254635,7.7798555725746725,14.292394177522572,9218.594117224384
50,4.77016457611921,3.5473166613840608,2.788506651664342,9233.155377763711
51,4.931046177497929,9.64156788242432,2.4567347980324525,9231.77102951038
52,2.3191617351421123,3.203602305253965,1.6647564772315038,9229.7210889859
53,3.8778014051383827,0.9194202036452193,1.1712829259327489,9273.999593599754
54,2.718904452744798,0.8792228092127348,1.2931532093647338,9380.34832201942
55,5.120935481842903,0.9379176775909824,1.2036220547049405,9345.249360045476
56,2.779685126662225,2.3112769366503696,2.8903284607083894,9417.516641085325
57,1.8759702963630018,7.683278051604114,1.8717804043738224,9344.60880633231
58,2.2059032709586113,2.0051264022249278,1.4647707712066809,9411.755456785768
59,1.4388172361964868,1.470555677500357,1.192525513474322,9475.62220235212
60,1.9515714927985204,0.6075500900582048,0.7345413532884181,9450.411243298775
61,2.678175272458039,0.6387253088535283,1.349369394234356,9464.626883281482
62,8.325273341790105,2.2077828342489774,1.3537838356623622,9477.633241789828
63,2.505529625873249,2.181553734025788,1.355473687560138,9483.188074741971
64,2.450940304300983,1.9055212629253813,1.6575927743351866,9586.317528787284
65,4.833950272710574,4.643829586443829,2.528691264744917,9466.362370515513
66,4.176461684271282,2.054545290168609,1.7202396542752387,9384.047176720065
67,1.6642021832342284,2.154653268614877,2.2029498703402153,9508.342449813685
68,2.368189505937468,1.4889041645640202,1.431829032261528,9466.448701882802
69,4.8119574448979066,3.26401692214975,14.05416780557522,9457.85392480618
70,2.2702055808448747,1.7239085910713765,1.2673544599771436,9493.776537175467
71,1.637381369686834,1.441266942528531,1.8455393866553969,9448.217413450482
72,5.226856396117219,1.2329378880369086,1.1828101785781047,9489.308694089805
73,5.222850390832819,1.4433284667381343,1.7704358823713875,9489.43403858345
74,2.0655128156313993,2.8849937657987366,6.526679561849866,9537.78667253951
75,2.584066873528652,3.784187996446619,2.127215583323365,9528.186983507223
76,4.556550426971252,2.8621903885180453,1.3494054700109954,9530.851604111942
77,1.4623180723955684,1.3363862079972748,1.5241877842716431,9540.482006455715
78,2.4467927587103464,1.6497597907132902,1.3089062333837853,9558.732821899597
79,4.590837733325619,1.3166106967768898,1.4595766582126968,9579.551740751629
80,3.254642691717742,1.7038349063615439,1.6854735380826853,9560.761295329508
81,2.865094100942208,1.1510581102383604,1.398986280507821,9534.907248359861
82,2.76047732170343,2.2841529306148085,4.580523960684857,9504.798232069814
83,2.141240679406839,1.5651819937352114,2.7180647847324186,9501.196809258128
84,2.815171305703381,2.5383112618090724,1.2356941710126501,9505.996004288394
85,1.7026232694158454,3.26416731585945,1.4335854752233197,9512.628626491203
86,10.027612854673809,2.459708225810633,2.610694417823212,9339.778035603116
87,3.3795389255864023,4.483863594201196,1.9300555857208819,9182.092522670804
88,6.025261077195678,1.2222483114576264,2.1238211911314036,9306.941082580102
89,3.585180255213533,1.1740845231149057,1.1030229675485868,9435.960364816026
90,2.5329753193960367,2.156877761560321,2.014594162858575,9582.422654784192
91,2.3651360765653164,2.2835988277009918,1.4506600825832263,9597.88777067424
92,4.582729017002899,1.881875189718463,1.3263755804294934,9614.148389523947
93,3.2319948183520966,1.9550333619717652,6.01256799901897,9640.467424888786
94,3.5962257478688207,2.3926542955332053,1.3584149420377205,9686.229568827452
95,2.069045489498141,2.4416390838867987,2.066050129610103,9846.948875832102
96,1.8161370162431925,1.481936025013908,1.3402429078483382,9816.446244645478
97,2.314550878061808,1.3312965946611222,1.2278837365975261,9791.541144234154
98,1.108115365932591,1.260521331306263,1.6564162891718532,9768.414696406766
99,2.1724234160139795,1.360244339090876,1.4113061890531442,9795.303380403135
100,1.9984690680678516,2.5919081019219115,0.8932020151283665,9847.642149586907
101,7.4634015267337555,1.523844184759212,1.3237583874682424,9894.409303650678
102,3.1848992120570907,1.873763546039839,2.1756707802791957,9854.983105848343
103,2.6079275370788495,2.2737279106433133,1.39677472041973,9867.315385938124
104,3.1835183293915748,2.2693132617439806,1.7458098360749545,9911.102464145468
105,4.296678158375227,1.433146795685721,1.0336447502344954,9938.111042128978
106,1.7358994591312091,1.6010645524332447,1.5376168255059206,9968.476208666134
107,4.901717606819796,1.6907112007692373,2.098326350347614,9953.112547912267
109,3.378321824539869,2.3030228414560003,1.4919565101328427,9980.140106356383
110,2.3739870168915074,1.4485527215812817,1.0431217192446087,9982.260695811397
111,2.064959755457298,2.17428875188511,2.2675516030585574,9992.123787743672
112,1.6602538130139834,2.629109922881089,1.8505038262669695,10032.29691009636
113,1.1447816765550218,4.165722126355726,2.0983059279640064,10047.942689279951
114,2.243180814767831,1.7292339330647837,1.4932763729707923,10126.428309911116
115,1.6900575617031626,3.770253974066919,1.109821227820183,10120.232901308693
116,2.2365110764342777,0.8797766156084449,1.7893613316225374,10058.878772424336
117,7.165743423977121,15.129108040230381,62.15238444990285,9820.343740782624
118,4.361794675358619,5.231937845715713,12.444915317263266,9991.93571905282
119,3.447058220824898,1.6187026588714324,1.3837404074594863,10029.935380843634
