Theta_pow,Alpha_pow,Beta_pow,Gamma_pow,TAR,TBR,TGR,ABR,AGR,BGR
9.233612256346142,3.3265991670551656,5.855759234856288,345481.13914638147,2.775691266862215,1.576842879977587,2.672682010705606e-05,0.5680901542627729,9.628887919249551e-06,1.6949577187700497e-05
10.445883324887568,1.3999688815906883,5.057009266406271,346372.9040921709,7.461511082316793,2.0656247150424667,3.015791131891739e-05,0.2768373178373799,4.041796760228544e-06,1.4599898567875811e-05
3.6975366876872156,1.9196525953260863,5.971892894535401,343948.6792273167,1.9261488754214533,0.6191565644237622,1.0750256974365361e-05,0.32144792768850067,5.5812181039293435e-06,1.7362744081330107e-05
6.137058492327324,2.9596091891989342,4.9100790023092555,345850.2453851889,2.0736043511165128,1.2498899690699496,1.774484353912257e-05,0.6027620304697751,8.557487608264338e-06,1.4197124529550878e-05
4.697506125793582,3.083459289858343,4.697931207518131,346667.0491013311,1.5234532660262203,0.9999095172522177,1.3550483491208584e-05,0.6563440701140668,8.89458429306053e-06,1.3551709687138225e-05
5.136807852260944,3.020131719401646,4.2623437906664385,342659.732521674,1.7008555684050288,1.2051603776094697,1.499098774886258e-05,0.7085612676328564,8.8137923215434e-06,1.2438998184290112e-05
9.712829541307936,2.176355456451,2.985486887538763,346450.1458483661,4.462887490422508,3.253348585066203,2.8035287782961525e-05,0.728978400653834,6.281871959157855e-06,8.617363633165988e-06
3.0943337766472365,2.0207134685640646,5.018242586965529,346953.3329016795,1.5313075429967293,0.6166170174165181,8.918587842256343e-06,0.40267353232637676,5.824165030104206e-06,1.4463739388223752e-05
3.52849527105261,3.8518931711461644,4.863875814078105,341499.39907976484,0.9160418304131409,0.7254492931007118,1.033236158119403e-05,0.7919390458114007,1.1279355634375417e-05,1.4242706801782797e-05
8.81403613283523,2.198677538699216,4.890288557527162,344746.29173616425,4.008789819197316,1.8023550203941672,2.5566732243723883e-05,0.4496007777117769,6.377668422846656e-06,1.4185181029502473e-05
2.7522048882641976,3.3019086213480215,4.830627645592755,345363.6155097572,0.8335193985897149,0.5697406403855583,7.969006475108674e-06,0.683536149667949,9.56067307922521e-06,1.3987077470400991e-05
4.26382445943634,2.3152388661524936,3.3525028551534297,344255.65307605115,1.8416347970704388,1.2718332075040704,1.2385633819916964e-05,0.6906001176385381,6.725347413949432e-06,9.738410466749292e-06
2.251392030687365,1.096974341547075,4.167667676398004,345146.9064175985,2.052365260897718,0.5402043074204944,6.522996407690155e-06,0.2632106076401846,3.1782824100408686e-06,1.2075054415685476e-05
3.936121213720908,2.462375767823905,5.204555450431228,343248.9813042401,1.5985055023504424,0.7562838461822473,1.1467248056395864e-05,0.4731193261894986,7.173730737576081e-06,1.5162624607524034e-05
9.006740297424866,3.90502445376677,3.9575854287808863,341109.27259709564,2.3064491411153654,2.2758170251802614,2.6404266963634436e-05,0.9867189285083083,1.144801612701753e-05,1.1602104506421392e-05
6.109701878619457,2.601038828517761,4.176752605705039,342333.7422929047,2.348946817568716,1.4627875901182648,1.7847209093960493e-05,0.6227418940171353,7.597962184785986e-06,1.2200820689569539e-05
5.764075326070501,2.154312017478061,3.323022039690131,345337.664195417,2.6755991143837186,1.7345883527778216,1.669112849158779e-05,0.6482990457923501,6.238277028071271e-06,9.62253001691042e-06
3.633371612557534,3.5139083638770057,5.11530511272281,342837.6244331368,1.0339972578421825,0.710294211682622,1.0597937197135567e-05,0.6869401309292767,1.0249482884753564e-05,1.492048931671571e-05
13.98210327220089,6.9618481124089895,5.357230716065976,346959.41821158794,2.0083895894365758,2.609949806766675,4.0298958720509833e-05,1.2995236683629985,2.006530950591868e-05,1.54405110075408e-05
2.3546669382137617,2.0294963423778407,5.326479218408837,345967.2910598813,1.1602223118347372,0.4420681733021319,6.806039180756563e-06,0.381020231030603,5.866150918950798e-06,1.5395904052348436e-05
6.674206902825873,7.743469161443832,4.143524294720041,341599.45086509385,0.8619143130391719,1.6107560685309845,1.9538107821671186e-05,1.868812298581448,2.2668271690231497e-05,1.2129774460194966e-05
12.741825565824158,3.1751981567695267,5.387441719978785,329233.64892182156,4.012922953693006,2.365097615547725,3.870146811406199e-05,0.5893703026047825,9.644209111576854e-06,1.6363581722650907e-05
4.5802308760212656,1.9006986443116398,3.1740178756126483,332916.87811239256,2.4097617419409745,1.4430387778257834,1.375788125249385e-05,0.5988304788437171,5.709228847418078e-06,9.533965035383702e-06
11.067624537630056,4.869867626500221,5.546769092955559,336075.4051858969,2.2726746159184446,1.9953281544901567,3.2931968144197e-05,0.8779647295368742,1.4490401711504298e-05,1.6504537396562586e-05
8.545211344814009,2.2483684160981308,4.740911707053064,336011.73497308657,3.800627727925284,1.8024405162621528,2.5431288420621534e-05,0.47424810986317856,6.69133896849828e-06,1.4109363494202948e-05
5.976570839457007,3.1167478786261493,3.339699927708315,333518.92970665236,1.9175663454983907,1.7895532439520994,1.7919735004887786e-05,0.9332418918141684,9.345040419047564e-06,1.0013524361707921e-05
11.71232195556473,3.8477871518428888,4.402625766440241,333903.2911381604,3.0439110827518463,2.660303777087729,3.507698865633067e-05,0.8739755218745361,1.1523657460000224e-05,1.3185332050586319e-05
2.428300845009508,3.2501692857795046,3.882800494837824,336891.99267726036,0.7471305742854918,0.6253993343819568,7.207950612633881e-06,0.8370683196575767,9.64751123928653e-06,1.1525357026094455e-05
2.867635435127865,1.6976963223976451,6.11408074180253,336248.86196818604,1.6891333257280798,0.4690215187250601,8.528312685855824e-06,0.2776699219541443,5.048928083980464e-06,1.818320129327608e-05
10.27649766814913,2.551130317968179,5.869069386754164,334026.8035679205,4.028213531770395,1.750958625798843,3.076548815358622e-05,0.43467373613366983,7.637501813381979e-06,1.7570653983642833e-05
8.251425638205626,3.579227254262215,5.962216213875222,332052.78870769753,2.3053651115278204,1.3839527689390019,2.4849740519629448e-05,0.6003182584913083,1.0779091084258203e-05,1.7955627588852133e-05
3.6423911038752235,2.9485044060764576,4.302491437725473,334347.1610081999,1.235335140204899,0.8465771882629908,1.0894039276098095e-05,0.6853016324967273,8.818691318285621e-06,1.2868335489231068e-05
7.64406714307455,2.857056341087471,6.460076813921693,339991.29716891714,2.675504516010005,1.1832780574065802,2.248312591153404e-05,0.4422635246272017,8.403321981703566e-06,1.9000712276209077e-05
17.64930872877809,3.620519100852883,5.411247616990362,336025.6858103717,4.874800612050481,3.2615969510177982,5.2523689331112826e-05,0.6690728935569483,1.07745307985058e-05,1.6103672562829243e-05
7.184093241727999,3.4708085399516326,3.1930663146285467,341768.25008580263,2.069861578082931,2.2499041779418016,2.1020364647460368e-05,1.08698291797156,1.0155444629746235e-05,9.342782174256712e-06
3.8750784525317905,2.1694772296220086,3.017039025034294,341507.8677691127,1.786180744200275,1.2843978551082027,1.1346966843972277e-05,0.7190749644338288,6.35264201610943e-06,8.834464180116811e-06
6.822078886562025,2.531309599026426,4.185111746361125,338754.64397946245,2.695078819748435,1.6300828508327627,2.013870217813346e-05,0.6048368006487166,7.472398220996465e-06,1.2354404052435231e-05
4.627613843320256,3.065812213086226,4.352118643040385,337895.8170196318,1.509425079451239,1.0633013993587752,1.3695386596192727e-05,0.7044413226162541,9.073247014798357e-06,1.2880060728267396e-05
2.576084992228669,1.8392267766164694,5.095494395293251,339668.64138803433,1.4006347803220653,0.5055613434896954,7.584111920669689e-06,0.3609515846618098,5.414767666219013e-06,1.5001368317283683e-05
9.273598102773066,4.177701551895272,14.00547940291216,319901.81230128877,2.219784727936339,0.662140711930561,2.8988888922076627e-05,0.2982905070016098,1.3059324427836138e-05,4.378055660941855e-05
